"id_cell","Layer","radius","centroidx","centroidy","n_vertices","vert1x","vert2x","vert3x","vert4x","vert5x","vert6x","vert7x","vert8x","vert9x","vert10x","vert11x","vert1y","vert2y","vert3y","vert4y","vert5y","vert6y","vert7y","vert8y","vert9y","vert10y","vert11y"
185,10,1.98943678864869,22.197792,14.845329,5,22.922973,22.86925,22.013484,21.982914,22.072119,NA,NA,NA,NA,NA,NA,15.406509,15.603941,15.173172,14.512647,13.605423,NA,NA,NA,NA,NA,NA
186,10,1.98943678864869,19.545586,14.947222,5,20.353769,19.775559,18.680308,18.775236,19.582906,NA,NA,NA,NA,NA,NA,15.784078,15.769397,15.0528,14.487107,14.117254,NA,NA,NA,NA,NA,NA
187,10,1.98943678864869,15.421292,18.358081,5,16.37777,13.631965,13.436027,16.16917,16.418398,NA,NA,NA,NA,NA,NA,20,20,19.100821,16.758329,16.942863,NA,NA,NA,NA,NA,NA
188,10,1.98943678864869,13.624756,15.863824,9,13.544987,13.518517,13.243023,13.027433,13.097747,13.221953,13.544059,13.608178,15.187496,NA,NA,16.866525,16.841682,16.392765,15.998046,15.563791,15.279707,15.130636,15.126525,15.862338,NA,NA
189,10,1.98943678864869,13.570151,2.666592,8,14.328946,14.356832,13.374043,12.580402,12.647421,13.050333,13.234078,14.11686,NA,NA,NA,2.454932,2.935704,4.3158,3.436881,1.929674,1.270124,1.176662,1.63,NA,NA,NA
190,10,1.98943678864869,16.31523,5.754995,7,16.614234,15.484771,15.384238,14.532499,14.651249,17.013563,17.273728,NA,NA,NA,NA,6.090182,6.896995,6.852802,5.381339,5.301941,4.906213,5.331269,NA,NA,NA,NA
191,10,1.98943678864869,20.842831,3.893523,4,21.993979,20.231165,20.202593,20.502449,NA,NA,NA,NA,NA,NA,NA,4.810888,4.439089,3.661597,3.461924,NA,NA,NA,NA,NA,NA,NA
192,10,1.98943678864869,12.502986,15.682188,5,13.027433,12.321538,12.229993,12.367736,13.097747,NA,NA,NA,NA,NA,NA,15.998046,16.081981,16.008283,15.523493,15.563791,NA,NA,NA,NA,NA,NA
193,10,1.98943678864869,15.107124,2.577443,5,15.332169,15.290377,14.356832,14.328946,15.484206,NA,NA,NA,NA,NA,NA,3.140943,3.155536,2.935704,2.454932,2.411526,NA,NA,NA,NA,NA,NA
194,10,1.98943678864869,24.162927,2.581786,5,25.080402,24.547069,22.805055,22.797778,25.147421,NA,NA,NA,NA,NA,NA,3.436881,3.452177,2.251926,2.1206,1.929674,NA,NA,NA,NA,NA,NA
195,10,1.98943678864869,24.070559,1.445062,5,25.147421,22.797778,22.750175,23.055555,25.550333,NA,NA,NA,NA,NA,NA,1.929674,2.1206,2.025056,0.113292,1.270124,NA,NA,NA,NA,NA,NA
