"id_cell","Layer","radius","centroidx","centroidy","n_vertices","vert1x","vert2x","vert3x","vert4x","vert5x","vert6x","vert7x","vert8x","vert9x","vert10x","vert11x","vert1y","vert2y","vert3y","vert4y","vert5y","vert6y","vert7y","vert8y","vert9y","vert10y","vert11y"
101,1,0.795774715459477,9.585562,12.732419,7,9.1999,8.800435,8.679558,8.718779,9.533693,10.704606,10.701438,NA,NA,NA,NA,13.544421,13.475805,13.187035,13.021313,12.226402,12.443334,12.581276,NA,NA,NA,NA
102,1,0.795774715459477,9.685377,4.343154,7,10.63798,10.564322,9.116589,8.837228,9.090068,10.100648,10.604948,NA,NA,NA,NA,4.917714,5.019812,5.180228,4.678032,3.980268,3.772993,4.455892,NA,NA,NA,NA
103,1,0.795774715459477,6.499113,4.213427,7,6.570458,5.63798,5.604948,5.761965,6.885518,7.087978,7.125872,NA,NA,NA,NA,4.927816,4.917714,4.455892,4.284386,3.624329,3.688249,4.114152,NA,NA,NA,NA
104,1,0.795774715459477,9.152238,7.778901,5,9.759251,9.253306,8.774431,8.802194,9.948948,NA,NA,NA,NA,NA,NA,8.430298,8.763626,7.068828,7.067718,7.771869,NA,NA,NA,NA,NA,NA
105,1,0.795774715459477,8.248342,18.868137,6,8.713093,8.587743,8.427584,8.332869,8.140799,8.376957,NA,NA,NA,NA,NA,19.64749,20,20,19.81977,18.603585,18.80187,NA,NA,NA,NA,NA
106,1,0.795774715459477,7.597058,19.2104,5,8.332869,8.427584,6.325401,7.38417,7.679816,NA,NA,NA,NA,NA,NA,19.81977,20,20,18.650885,18.759137,NA,NA,NA,NA,NA,NA
107,1,0.795774715459477,8.724181,14.638259,5,9.029866,8.722726,8.413035,8.423999,8.696844,NA,NA,NA,NA,NA,NA,14.599683,14.933449,14.472068,13.895492,13.651888,NA,NA,NA,NA,NA,NA
108,1,0.795774715459477,5.690788,14.699564,6,6.331773,6.181488,5.63761,5.352084,5.384293,6.079608,NA,NA,NA,NA,NA,15.15248,15.375627,15.303122,15.012715,14.796233,14.239362,NA,NA,NA,NA,NA
109,1,0.795774715459477,8.18031,10.717359,7,8.718982,8.506326,7.958285,7.827082,7.791719,7.766512,8.700819,NA,NA,NA,NA,11.100377,11.34673,11.53508,11.526619,11.503473,10.143941,9.563953,NA,NA,NA,NA
110,1,0.795774715459477,8.405167,0.14873,5,9.187759,7.716757,7.192847,7.141874,9.173305,NA,NA,NA,NA,NA,NA,0.416975,0.844024,0.36961,0,0,NA,NA,NA,NA,NA,NA
111,1,0.795774715459477,7.226779,12.174159,6,7.726898,7.072362,6.75359,7.49283,7.791719,7.827082,NA,NA,NA,NA,NA,11.949908,12.516083,12.297624,11.472902,11.503473,11.526619,NA,NA,NA,NA,NA
112,1,0.795774715459477,8.676821,16.790664,6,9.318176,9.266915,8.068176,8.09274,8.223175,8.909203,NA,NA,NA,NA,NA,17.084775,17.399126,17.436131,16.401608,16.214987,16.182704,NA,NA,NA,NA,NA
113,1,0.795774715459477,9.673361,15.030451,6,9.683148,9.67694,9.349243,9.3761,9.689946,10.039472,NA,NA,NA,NA,NA,15.382272,15.383174,14.946693,14.803255,14.601299,14.975973,NA,NA,NA,NA,NA
114,1,0.795774715459477,6.208136,9.106051,5,6.728122,6.656232,5.77713,5.647926,6.299993,NA,NA,NA,NA,NA,NA,9.592284,9.806241,10.068704,9.056065,8.787466,NA,NA,NA,NA,NA,NA
115,1,0.795774715459477,7.374254,10.732305,5,7.791719,7.49283,6.951217,7.096735,7.766512,NA,NA,NA,NA,NA,NA,11.503473,11.472902,11.197708,10.109747,10.143941,NA,NA,NA,NA,NA,NA
116,1,0.795774715459477,9.636992,10.708286,5,9.588026,9.517131,9.438575,9.45068,10.220085,NA,NA,NA,NA,NA,NA,11.169919,11.201279,11.15966,9.836291,10.08934,NA,NA,NA,NA,NA,NA
117,1,0.795774715459477,9.949898,0.095185,5,10.249308,9.382267,9.187759,9.173305,10.569295,NA,NA,NA,NA,NA,NA,0.833826,0.674218,0.416975,0,0,NA,NA,NA,NA,NA,NA
118,1,0.795774715459477,5.865359,6.950653,7,6.336261,5.980675,5.270622,5.193153,5.715147,6.139503,6.171623,NA,NA,NA,NA,7.557498,7.622918,7.483544,6.568033,6.078791,6.279054,6.320715,NA,NA,NA,NA
119,1,0.795774715459477,7.43296,12.412518,4,7.783755,7.370103,7.072362,7.726898,NA,NA,NA,NA,NA,NA,NA,12.908916,13.01672,12.516083,11.949908,NA,NA,NA,NA,NA,NA,NA
120,1,0.795774715459477,7.490851,16.762504,7,8.068176,8.025819,7.199004,6.84483,6.483618,6.827829,8.09274,NA,NA,NA,NA,17.436131,17.476645,17.692407,17.555631,16.487826,16.343207,16.401608,NA,NA,NA,NA
121,1,0.795774715459477,9.594797,7.058165,5,10.270622,9.948948,8.802194,9.689059,10.193153,NA,NA,NA,NA,NA,NA,7.483544,7.771869,7.067718,6.457479,6.568033,NA,NA,NA,NA,NA,NA
122,1,0.795774715459477,5.619792,8.201712,6,5.879406,4.842814,4.759251,4.948948,5.270622,5.980675,NA,NA,NA,NA,NA,8.173929,8.470468,8.430298,7.771869,7.483544,7.622918,NA,NA,NA,NA,NA
123,1,0.795774715459477,9.962538,11.444224,6,10.786559,9.55438,9.517131,9.588026,10.879442,10.952379,NA,NA,NA,NA,NA,12.168584,11.421218,11.201279,11.169919,11.179096,11.333049,NA,NA,NA,NA,NA
124,1,0.795774715459477,9.763393,11.772552,6,10.786559,10.784288,10.704606,9.533693,9.381802,9.55438,NA,NA,NA,NA,NA,12.168584,12.282084,12.443334,12.226402,11.940008,11.421218,NA,NA,NA,NA,NA
125,1,0.795774715459477,5.545582,14.518257,4,6.079608,5.384293,5.220637,6.038875,NA,NA,NA,NA,NA,NA,NA,14.239362,14.796233,14.071393,13.700505,NA,NA,NA,NA,NA,NA,NA
126,1,0.795774715459477,7.60004,7.854513,7,8.199619,7.429344,6.880264,6.747967,7.659233,7.9476,8.224515,NA,NA,NA,NA,8.753689,8.677861,8.155472,7.705751,6.828809,6.700787,6.972369,NA,NA,NA,NA
127,1,0.795774715459477,6.790087,18.577099,6,7.38417,6.325401,6.071263,6.727255,6.84483,7.199004,NA,NA,NA,NA,NA,18.650885,20,20,17.643388,17.555631,17.692407,NA,NA,NA,NA,NA
128,1,0.795774715459477,9.565551,19.336527,6,11.020198,8.587743,8.713093,9.292187,9.895988,10.002583,NA,NA,NA,NA,NA,20,20,19.64749,18.590014,18.193263,18.214069,NA,NA,NA,NA,NA
129,1,0.795774715459477,7.261747,4.734006,5,7.357381,7.251701,6.570458,7.125872,7.852253,NA,NA,NA,NA,NA,NA,5.541927,5.51257,4.927816,4.114152,4.686455,NA,NA,NA,NA,NA,NA
130,1,0.795774715459477,9.292496,14.438573,7,9.689946,9.3761,9.029866,8.696844,8.800435,9.1999,9.801038,NA,NA,NA,NA,14.601299,14.803255,14.599683,13.651888,13.475805,13.544421,14.079327,NA,NA,NA,NA
131,1,0.795774715459477,8.715475,18.042827,7,9.895988,9.292187,8.747607,8.32605,8.025819,8.068176,9.266915,NA,NA,NA,NA,18.193263,18.590014,18.43889,18.238258,17.476645,17.436131,17.399126,NA,NA,NA,NA
132,1,0.795774715459477,9.029121,12.161976,5,8.718779,8.649576,8.91697,9.381802,9.533693,NA,NA,NA,NA,NA,NA,13.021313,12.710189,11.822783,11.940008,12.226402,NA,NA,NA,NA,NA,NA
133,1,0.795774715459477,6.8092,12.783483,8,7.370103,6.88333,6.125988,5.701438,5.704606,5.784288,6.75359,7.072362,NA,NA,NA,13.01672,13.624039,13.550792,12.581276,12.443334,12.282084,12.297624,12.516083,NA,NA,NA
134,1,0.795774715459477,8.515969,18.761755,4,8.713093,8.376957,8.747607,9.292187,NA,NA,NA,NA,NA,NA,NA,19.64749,18.80187,18.43889,18.590014,NA,NA,NA,NA,NA,NA,NA
