"id_cell","Layer","radius","centroidx","centroidy","n_vertices","vert1x","vert2x","vert3x","vert4x","vert5x","vert6x","vert7x","vert8x","vert9x","vert10x","vert11x","vert1y","vert2y","vert3y","vert4y","vert5y","vert6y","vert7y","vert8y","vert9y","vert10y","vert11y","iteration"
154,2,1.39260575205408,10.472469,8.935061,5,10.88885,9.775762,9.282698,9.721038,10.917361,NA,NA,NA,NA,NA,NA,9.351656,9.423801,8.774399,8.241974,8.682732,NA,NA,NA,NA,NA,NA,11
155,2,1.39260575205408,9.117816,9.963593,6,9.841547,9.147885,8.337347,8.558799,9.282698,9.775762,NA,NA,NA,NA,NA,10.064028,10.376002,9.249886,8.843263,8.774399,9.423801,NA,NA,NA,NA,NA,11
156,2,1.39260575205408,9.73813,3.693592,5,9.874305,9.228518,9.010776,9.552041,10.0978,NA,NA,NA,NA,NA,NA,5.444348,4.905203,4.25536,3.1252,3.500377,NA,NA,NA,NA,NA,NA,11
157,2,1.39260575205408,11.955622,10.718543,6,12.367229,11.091823,11.030954,10.963246,12.04774,12.701372,NA,NA,NA,NA,NA,11.372552,11.505147,11.459942,11.156346,10.146009,10.90614,NA,NA,NA,NA,NA,11
158,2,1.39260575205408,13.495782,1.415318,5,13.76668,13.143148,13.277104,13.371342,13.932037,NA,NA,NA,NA,NA,NA,2.145995,1.778225,0.905406,0.840523,0.941177,NA,NA,NA,NA,NA,NA,11
159,2,1.39260575205408,14.475004,5.522105,7,15.304877,14.612279,14.095248,13.790009,13.816953,14.617364,15.327796,NA,NA,NA,NA,5.939571,6.423796,6.525878,6.109875,5.556455,4.750541,5.583769,NA,NA,NA,NA,11
160,2,1.39260575205408,12.241248,4.034942,6,12.995391,12.41397,12.158583,11.73764,13.375685,13.413677,NA,NA,NA,NA,NA,4.55701,4.934481,4.913143,2.773447,3.471073,3.779039,NA,NA,NA,NA,NA,11
161,2,1.39260575205408,16.877368,5.622959,9,18.859764,18.853845,18.839546,16.900224,16.533942,16.522801,16.822879,17.978518,18.624305,NA,NA,5.733702,5.871888,5.909785,6.152842,5.97553,5.120029,4.935041,4.905203,5.444348,NA,NA,11
162,2,1.39260575205408,10.736875,18.081074,6,11.388203,11.442708,10.472631,9.446407,9.669494,9.895084,NA,NA,NA,NA,NA,17.88026,18.343763,18.692462,18.303733,16.549457,16.520023,NA,NA,NA,NA,NA,11
163,2,1.39260575205408,12.90982,8.937569,5,13.705843,12.814872,12.448491,13.264238,13.962502,NA,NA,NA,NA,NA,NA,9.758947,9.549961,8.63094,8.245156,8.724411,NA,NA,NA,NA,NA,NA,11
164,2,1.39260575205408,12.208234,15.741413,6,13.112985,13.120913,11.995164,11.339256,11.769472,12.50591,NA,NA,NA,NA,NA,15.85546,15.971067,16.536096,16.232752,15.315056,15.011184,NA,NA,NA,NA,NA,11
165,2,1.39260575205408,13.89319,17.616481,4,14.615332,13.069914,12.975689,13.7301,NA,NA,NA,NA,NA,NA,NA,17.96833,18.298624,17.740393,16.638947,NA,NA,NA,NA,NA,NA,NA,11
166,2,1.39260575205408,10.742521,8.202077,4,11.453905,10.917361,9.721038,10.157602,NA,NA,NA,NA,NA,NA,NA,8.266942,8.682732,8.241974,6.814243,NA,NA,NA,NA,NA,NA,NA,11
167,2,1.39260575205408,12.915575,1.326271,4,13.143148,11.354282,10.770671,13.277104,NA,NA,NA,NA,NA,NA,NA,1.778225,1.932191,1.019643,0.905406,NA,NA,NA,NA,NA,NA,NA,11
168,2,1.39260575205408,15.412015,6.862332,6,16.316879,16.326491,15.756336,14.612279,15.304877,15.780834,NA,NA,NA,NA,NA,7.660131,7.740769,7.916295,6.423796,5.939571,6.237234,NA,NA,NA,NA,NA,11
169,2,1.39260575205408,9.685613,14.368207,6,10.118347,8.346957,8.333858,8.617611,9.025934,10.074402,NA,NA,NA,NA,NA,14.296079,14.932623,14.814885,13.940271,13.363019,13.603666,NA,NA,NA,NA,NA,11
170,2,1.39260575205408,17.008842,6.671977,6,16.396832,16.326491,16.316879,16.900224,18.839546,18.815606,NA,NA,NA,NA,NA,7.769535,7.740769,7.660131,6.152842,5.909785,6.172197,NA,NA,NA,NA,NA,11
171,2,1.39260575205408,12.458588,12.759854,6,13.498389,13.243947,12.690196,12.240541,11.906297,12.653619,NA,NA,NA,NA,NA,13.50634,13.721133,13.930983,13.77396,12.630709,12.225101,NA,NA,NA,NA,NA,11
172,2,1.39260575205408,16.50448,16.833356,7,18.304579,16.659041,16.404442,15.528676,16.416576,17.120839,18.043702,NA,NA,NA,NA,16.469928,17.349832,17.38995,16.36755,15.626341,15.352914,16.143061,NA,NA,NA,NA,11
173,2,1.39260575205408,11.527615,17.213087,6,12.212424,11.388203,9.895084,9.950383,11.339256,11.995164,NA,NA,NA,NA,NA,17.253784,17.88026,16.520023,16.492132,16.232752,16.536096,NA,NA,NA,NA,NA,11
174,2,1.39260575205408,11.470141,7.552792,5,12.131637,11.743836,11.453905,10.157602,10.148498,NA,NA,NA,NA,NA,NA,7.532819,8.293699,8.266942,6.814243,6.538067,NA,NA,NA,NA,NA,NA,11
175,2,1.39260575205408,13.782919,7.665485,5,14.600111,13.962502,13.264238,12.99485,14.031981,NA,NA,NA,NA,NA,NA,8.353971,8.724411,8.245156,7.413729,6.683743,NA,NA,NA,NA,NA,NA,11
176,2,1.39260575205408,16.670789,17.888812,5,17.019424,16.125786,16.025517,16.404442,16.659041,NA,NA,NA,NA,NA,NA,18.3174,18.199703,18.039085,17.38995,17.349832,NA,NA,NA,NA,NA,NA,11
177,2,1.39260575205408,16.608436,13.075741,6,17.730573,17.775934,17.367611,16.068813,16.089335,16.883343,NA,NA,NA,NA,NA,13.060347,13.363019,13.940271,13.147069,12.59528,12.185352,NA,NA,NA,NA,NA,11
178,2,1.39260575205408,11.779904,14.703351,6,12.50591,11.769472,11.13852,11.357077,12.240541,12.690196,NA,NA,NA,NA,NA,15.011184,15.315056,14.601482,13.916765,13.77396,13.930983,NA,NA,NA,NA,NA,11
179,2,1.39260575205408,15.042196,11.959634,5,15.55124,15.023821,14.62289,14.727498,15.486123,NA,NA,NA,NA,NA,NA,12.377465,12.619451,11.918113,10.886241,11.431194,NA,NA,NA,NA,NA,NA,11
180,2,1.39260575205408,17.002741,17.765172,7,18.196407,17.900656,17.788236,17.019424,16.659041,18.304579,18.419494,NA,NA,NA,NA,18.303733,18.685244,18.695721,18.3174,17.349832,16.469928,16.549457,NA,NA,NA,NA,11
181,2,1.39260575205408,12.094369,5.792886,7,12.739984,12.295683,10.103845,10.109764,10.739,12.158583,12.41397,NA,NA,NA,NA,5.978157,6.498199,5.871888,5.733702,5.207927,4.913143,4.934481,NA,NA,NA,NA,11
182,2,1.39260575205408,14.613147,3.742337,6,15.550403,14.59741,13.413677,13.375685,14.090963,14.668976,NA,NA,NA,NA,NA,3.80448,4.563881,3.779039,3.471073,2.689542,2.827936,NA,NA,NA,NA,NA,11
183,2,1.39260575205408,12.068348,17.924501,6,13.069914,12.679195,11.442708,11.388203,12.212424,12.975689,NA,NA,NA,NA,NA,18.298624,19.501183,18.343763,17.88026,17.253784,17.740393,NA,NA,NA,NA,NA,11
184,2,1.39260575205408,11.470126,10.197412,6,10.963246,10.705269,11.159926,11.735472,12.030542,12.04774,NA,NA,NA,NA,NA,11.156346,10.739287,9.61086,9.549352,9.794973,10.146009,NA,NA,NA,NA,NA,11
185,2,1.39260575205408,15.839089,17.403317,5,16.404442,16.025517,15.098297,15.366629,15.528676,NA,NA,NA,NA,NA,NA,17.38995,18.039085,17.851985,16.413879,16.36755,NA,NA,NA,NA,NA,NA,11
186,2,1.39260575205408,10.404238,3.770173,5,10.739,10.109764,9.874305,10.0978,11.322201,NA,NA,NA,NA,NA,NA,5.207927,5.733702,5.444348,3.500377,3.037944,NA,NA,NA,NA,NA,NA,11
187,2,1.39260575205408,15.24468,15.324231,6,15.528676,15.366629,14.791507,14.549,14.864031,16.416576,NA,NA,NA,NA,NA,16.36755,16.413879,16.202975,15.173698,14.614555,15.626341,NA,NA,NA,NA,NA,11
188,2,1.39260575205408,9.73868,14.515884,5,9.293702,8.370839,8.346957,10.118347,10.145692,NA,NA,NA,NA,NA,NA,16.143061,15.352914,14.932623,14.296079,14.406295,NA,NA,NA,NA,NA,NA,11
189,2,1.39260575205408,11.065643,18.995705,5,12.679195,12.746768,11.011531,10.472631,11.442708,NA,NA,NA,NA,NA,NA,19.501183,20,20,18.692462,18.343763,NA,NA,NA,NA,NA,NA,11
190,2,1.39260575205408,9.878885,11.181696,7,11.030954,10.076455,9.830553,9.224858,10.168808,10.705269,10.963246,NA,NA,NA,NA,11.459942,11.951535,11.979677,11.302698,10.483156,10.739287,11.156346,NA,NA,NA,NA,11
191,2,1.39260575205408,10.556727,14.312922,8,11.13852,10.865663,10.145692,10.118347,10.074402,10.599005,10.717726,11.357077,NA,NA,NA,14.601482,14.777364,14.406295,14.296079,13.603666,13.436655,13.438804,13.916765,NA,NA,NA,11
192,2,1.39260575205408,8.896548,7.637625,7,9.721038,9.282698,8.558799,7.646832,10.065606,10.148498,10.157602,NA,NA,NA,NA,8.241974,8.774399,8.843263,7.769535,6.172197,6.538067,6.814243,NA,NA,NA,NA,11
193,2,1.39260575205408,15.033333,1.987407,7,15.275188,14.668976,14.090963,14.089158,15.528859,15.784318,15.885568,NA,NA,NA,NA,2.447685,2.827936,2.689542,2.676167,0.209249,0,0,NA,NA,NA,NA,11
194,2,1.39260575205408,16.571708,18.641105,5,16.745234,16.046059,16.125786,17.019424,17.788236,NA,NA,NA,NA,NA,NA,19.272793,19.07069,18.199703,18.3174,18.695721,NA,NA,NA,NA,NA,NA,11
195,2,1.39260575205408,16.181451,5.632022,6,16.533942,15.780834,15.304877,15.327796,15.898193,16.522801,NA,NA,NA,NA,NA,5.97553,6.237234,5.939571,5.583769,5.08964,5.120029,NA,NA,NA,NA,NA,11
196,2,1.39260575205408,15.998251,11.893844,6,16.88804,16.883343,16.089335,15.55124,15.486123,16.200118,NA,NA,NA,NA,NA,12.000977,12.185352,12.59528,12.377465,11.431194,11.327316,NA,NA,NA,NA,NA,11
197,2,1.39260575205408,12.996148,2.262418,8,14.089158,14.090963,13.375685,11.73764,11.567159,11.354282,13.143148,13.76668,NA,NA,NA,2.676167,2.689542,3.471073,2.773447,2.659743,1.932191,1.778225,2.145995,NA,NA,NA,11
198,2,1.39260575205408,12.759686,16.840112,6,12.975689,12.212424,11.995164,13.120913,13.738072,13.7301,NA,NA,NA,NA,NA,17.740393,17.253784,16.536096,15.971067,16.594732,16.638947,NA,NA,NA,NA,NA,11
199,2,1.39260575205408,16.470424,6.4636,4,16.316879,15.780834,16.533942,16.900224,NA,NA,NA,NA,NA,NA,NA,7.660131,6.237234,5.97553,6.152842,NA,NA,NA,NA,NA,NA,NA,11
200,2,1.39260575205408,13.993698,15.618974,6,14.791507,13.738072,13.120913,13.112985,13.800863,14.549,NA,NA,NA,NA,NA,16.202975,16.594732,15.971067,15.85546,15.122294,15.173698,NA,NA,NA,NA,NA,11
101,3,1.98943678864869,16.443649,13.037024,5,17.288838,16.067967,15.549536,16.112479,17.095378,NA,NA,NA,NA,NA,NA,13.719445,14.001366,13.447702,11.895003,12.774143,NA,NA,NA,NA,NA,NA,11
102,3,1.98943678864869,16.788726,6.990663,5,17.666259,17.766386,17.169864,14.802182,15.31056,NA,NA,NA,NA,NA,NA,6.650196,7.100737,7.689165,5.992535,5.688576,NA,NA,NA,NA,NA,NA,11
103,3,1.98943678864869,18.807643,5.458342,5,19.728057,19.718783,18.105936,17.900555,18.733392,NA,NA,NA,NA,NA,NA,5.931927,6.204038,5.915009,4.975739,4.203316,NA,NA,NA,NA,NA,NA,11
104,3,1.98943678864869,23.230628,19.714477,5,23.884424,22.185811,22.191642,22.960679,23.904068,NA,NA,NA,NA,NA,NA,20,20,19.593596,18.974801,19.364366,NA,NA,NA,NA,NA,NA,11
105,3,1.98943678864869,15.126367,12.559433,7,15.549536,14.93932,14.564693,15.484959,15.959564,16.044331,16.112479,NA,NA,NA,NA,13.447702,13.431928,11.910911,11.233822,11.486902,11.576835,11.895003,NA,NA,NA,NA,11
106,3,1.98943678864869,24.059707,4.245229,6,25.437798,25.450117,23.827865,23.252706,23.566096,24.347368,NA,NA,NA,NA,NA,4.831224,4.883744,4.943583,3.436721,3.0286,3.287156,NA,NA,NA,NA,NA,11
107,3,1.98943678864869,24.688035,2.346625,5,25.21578,24.347368,23.566096,23.515615,23.672558,NA,NA,NA,NA,NA,NA,2.709512,3.287156,3.0286,2.792822,0.9493,NA,NA,NA,NA,NA,NA,11
108,3,1.98943678864869,21.133545,9.404887,6,22.058735,19.678976,19.642619,19.812104,20.640553,21.850217,NA,NA,NA,NA,NA,9.267748,10.161673,10.008789,9.032848,8.345255,8.373734,NA,NA,NA,NA,NA,11
109,3,1.98943678864869,20.143012,18.584634,6,19.70066,18.294783,18.632129,20.577868,21.214357,21.220065,NA,NA,NA,NA,NA,20,20,18.516736,17.922661,18.223368,18.609586,NA,NA,NA,NA,NA,11
110,3,1.98943678864869,12.903044,11.93929,7,13.140733,12.681905,11.82174,12.388186,12.699033,13.410811,13.805108,NA,NA,NA,NA,13.241796,13.418145,12.14907,11.149557,11.081049,11.405522,12.035096,NA,NA,NA,NA,11
111,3,1.98943678864869,14.664999,19.325483,5,15.478702,13.435487,13.203226,13.563827,15.123629,NA,NA,NA,NA,NA,NA,20,20,18.589719,17.925197,18.769261,NA,NA,NA,NA,NA,NA,11
112,3,1.98943678864869,14.725918,14.79524,5,14.789469,13.673659,13.633655,14.464895,15.3794,NA,NA,NA,NA,NA,NA,16.483393,16.691379,16.651829,14.231161,14.904492,NA,NA,NA,NA,NA,NA,11
113,3,1.98943678864869,21.182865,7.309997,5,22.131436,21.850217,20.640553,20.228369,21.199733,NA,NA,NA,NA,NA,NA,8.076559,8.373734,8.345255,6.614155,6.340174,NA,NA,NA,NA,NA,NA,11
114,3,1.98943678864869,17.863096,8.079809,7,18.818716,17.916874,16.990452,16.935118,17.169864,17.766386,18.707556,NA,NA,NA,NA,8.058827,8.668113,8.450354,8.347136,7.689165,7.100737,7.568712,NA,NA,NA,NA,11
115,3,1.98943678864869,22.263282,2.865777,7,23.252706,22.491124,21.857957,21.324114,21.898253,23.515615,23.566096,NA,NA,NA,NA,3.436721,3.848932,3.760444,2.915514,2.401038,2.792822,3.0286,NA,NA,NA,NA,11
116,3,1.98943678864869,19.554198,0.344901,4,19.845799,19.028779,18.911099,21.357833,NA,NA,NA,NA,NA,NA,NA,0.99009,0.780565,0,0,NA,NA,NA,NA,NA,NA,NA,11
117,3,1.98943678864869,22.381404,14.676225,5,24.024641,22.923614,21.237268,21.239316,22.403535,NA,NA,NA,NA,NA,NA,15.175181,15.785852,14.215875,13.975663,13.842839,NA,NA,NA,NA,NA,NA,11
118,3,1.98943678864869,24.925045,2.138833,5,26.055772,25.21578,23.672558,23.666446,27.169052,NA,NA,NA,NA,NA,NA,2.413939,2.709512,0.9493,0,0,NA,NA,NA,NA,NA,NA,11
119,3,1.98943678864869,16.198812,8.972002,7,16.842082,15.812914,15.56868,15.58446,16.089984,16.935118,16.990452,NA,NA,NA,NA,9.50078,9.657903,9.324278,8.795361,8.235716,8.347136,8.450354,NA,NA,NA,NA,11
120,3,1.98943678864869,22.194256,13.035854,7,22.403535,21.239316,20.966093,21.341285,22.188305,22.968989,22.963712,NA,NA,NA,NA,13.842839,13.975663,13.620177,12.825643,12.270467,12.721912,12.924618,NA,NA,NA,NA,11
121,3,1.98943678864869,24.554604,19.755394,5,25.935487,23.884424,23.904068,24.718219,25.703226,NA,NA,NA,NA,NA,NA,20,20,19.364366,18.72086,18.589719,NA,NA,NA,NA,NA,NA,11
122,3,1.98943678864869,15.042472,9.818515,6,15.414402,14.295782,14.028812,14.003619,15.56868,15.812914,NA,NA,NA,NA,NA,11.070872,10.307899,9.819453,9.469191,9.324278,9.657903,NA,NA,NA,NA,NA,11
123,3,1.98943678864869,21.272064,9.773646,7,21.527747,20.961583,19.797046,19.683683,19.678976,22.058735,22.325771,NA,NA,NA,NA,10.852033,10.90818,10.364461,10.203123,10.161673,9.267748,9.833038,NA,NA,NA,NA,11
124,3,1.98943678864869,14.499109,3.095366,8,16.377088,16.061648,14.399237,13.614123,13.555772,14.669052,15.254618,15.969863,NA,NA,NA,1.992187,2.687932,3.584876,2.813847,2.413939,0,0,1.082549,NA,NA,NA,11
125,3,1.98943678864869,15.944417,15.250513,6,16.474381,15.052285,14.789469,15.3794,15.992276,16.697678,NA,NA,NA,NA,NA,16.160256,16.539663,16.483393,14.904492,14.340126,15.479804,NA,NA,NA,NA,NA,11
126,3,1.98943678864869,17.606642,9.170855,6,18.151582,17.248097,17.164136,16.842082,16.990452,17.916874,NA,NA,NA,NA,NA,9.509165,9.912355,9.883756,9.50078,8.450354,8.668113,NA,NA,NA,NA,NA,11
127,3,1.98943678864869,12.523368,10.216561,6,12.978167,12.699033,12.388186,11.323941,11.916401,12.172323,NA,NA,NA,NA,NA,10.49449,11.081049,11.149557,9.871565,8.876613,8.89507,NA,NA,NA,NA,NA,11
128,3,1.98943678864869,16.784879,4.131701,6,17.248364,15.551167,16.061648,16.377088,16.466671,16.914272,NA,NA,NA,NA,NA,4.897894,5.401368,2.687932,1.992187,2.045384,2.471856,NA,NA,NA,NA,NA,11
129,3,1.98943678864869,23.189665,4.577318,5,23.827865,23.608965,22.650135,22.491124,23.252706,NA,NA,NA,NA,NA,NA,4.943583,5.136361,5.069718,3.848932,3.436721,NA,NA,NA,NA,NA,NA,11
130,3,1.98943678864869,17.284223,12.097243,5,18.081863,17.095378,16.112479,16.044331,17.821243,NA,NA,NA,NA,NA,NA,12.009267,12.774143,11.895003,11.576835,11.31293,NA,NA,NA,NA,NA,NA,11
131,3,1.98943678864869,18.741255,11.551914,7,19.506523,18.130506,18.081863,17.821243,17.943907,19.683683,19.797046,NA,NA,NA,NA,11.759679,12.047251,12.009267,11.31293,11.068328,10.203123,10.364461,NA,NA,NA,NA,11
132,3,1.98943678864869,20.320597,1.515321,6,20.533313,19.838937,19.70124,19.845799,21.357833,21.613865,NA,NA,NA,NA,NA,2.645025,2.818174,2.494773,0.99009,0,0,NA,NA,NA,NA,NA,11
133,3,1.98943678864869,18.39827,0.519173,5,19.028779,18.916836,15.969863,15.254618,18.911099,NA,NA,NA,NA,NA,NA,0.780565,0.890668,1.082549,0,0,NA,NA,NA,NA,NA,NA,11
134,3,1.98943678864869,14.368459,12.746105,5,14.93932,14.428763,13.140733,13.805108,14.564693,NA,NA,NA,NA,NA,NA,13.431928,13.664126,13.241796,12.035096,11.910911,NA,NA,NA,NA,NA,NA,11
135,3,1.98943678864869,22.29591,18.552812,6,22.960679,22.191642,21.220065,21.214357,21.659814,23.014336,NA,NA,NA,NA,NA,18.974801,19.593596,18.609586,18.223368,17.746941,18.137401,NA,NA,NA,NA,NA,11
136,3,1.98943678864869,20.291116,11.874638,5,20.903201,19.753049,19.506523,19.797046,20.961583,NA,NA,NA,NA,NA,NA,11.730887,12.665103,11.759679,10.364461,10.90818,NA,NA,NA,NA,NA,NA,11
137,3,1.98943678864869,22.635984,10.841796,5,23.231065,22.150777,21.527747,22.325771,23.487967,NA,NA,NA,NA,NA,NA,11.26686,11.491389,10.852033,9.833038,10.028664,NA,NA,NA,NA,NA,NA,11
138,3,1.98943678864869,13.48069,10.672137,5,13.410811,12.699033,12.978167,14.028812,14.295782,NA,NA,NA,NA,NA,NA,11.405522,11.081049,10.49449,9.819453,10.307899,NA,NA,NA,NA,NA,NA,11
139,3,1.98943678864869,21.149616,19.684622,4,22.191642,22.185811,19.70066,21.220065,NA,NA,NA,NA,NA,NA,NA,19.593596,20,20,18.609586,NA,NA,NA,NA,NA,NA,NA,11
140,3,1.98943678864869,18.039447,10.140702,6,19.678976,19.683683,17.943907,17.248097,18.151582,19.642619,NA,NA,NA,NA,NA,10.161673,10.203123,11.068328,9.912355,9.509165,10.008789,NA,NA,NA,NA,NA,11
141,3,1.98943678864869,23.216853,13.659707,5,24.683382,24.525954,24.024641,22.403535,22.963712,NA,NA,NA,NA,NA,NA,14.424956,15.118161,15.175181,13.842839,12.924618,NA,NA,NA,NA,NA,NA,11
142,3,1.98943678864869,20.637028,12.300505,5,20.966093,19.736272,19.753049,20.903201,21.341285,NA,NA,NA,NA,NA,NA,13.620177,13.332275,12.665103,11.730887,12.825643,NA,NA,NA,NA,NA,NA,11
143,3,1.98943678864869,22.002474,4.731954,6,22.650135,22.062638,21.741579,21.064195,21.857957,22.491124,NA,NA,NA,NA,NA,5.069718,5.796779,5.798993,4.664038,3.760444,3.848932,NA,NA,NA,NA,NA,11
144,3,1.98943678864869,19.781134,4.898183,5,20.642062,19.728057,18.733392,18.924694,19.424931,NA,NA,NA,NA,NA,NA,4.617231,5.931927,4.203316,3.695026,3.464394,NA,NA,NA,NA,NA,NA,11
145,3,1.98943678864869,20.085453,14.656657,7,21.237268,20.842526,19.617646,19.201045,19.736272,20.966093,21.239316,NA,NA,NA,NA,14.215875,15.216761,15.096533,13.599193,13.332275,13.620177,13.975663,NA,NA,NA,NA,11
146,3,1.98943678864869,22.94913,8.981424,10,24.416401,23.823941,23.487967,22.325771,22.058735,21.850217,22.131436,23.040514,23.579681,23.881829,NA,8.876613,9.871565,10.028664,9.833038,9.267748,8.373734,8.076559,7.67675,7.800961,7.977481,NA,11
147,3,1.98943678864869,12.846476,3.336504,5,12.937798,11.847368,12.71578,13.555772,13.614123,NA,NA,NA,NA,NA,NA,4.831224,3.287156,2.709512,2.413939,2.813847,NA,NA,NA,NA,NA,NA,11
148,3,1.98943678864869,18.989876,14.961476,7,19.617646,18.988402,18.461509,17.917728,17.999717,18.852806,19.201045,NA,NA,NA,NA,15.096533,16.054635,15.840989,14.76063,14.07408,13.612242,13.599193,NA,NA,NA,NA,11
149,3,1.98943678864869,22.435492,2.154862,5,23.515615,21.898253,22.317376,23.666446,23.672558,NA,NA,NA,NA,NA,NA,2.792822,2.401038,0,0,0.9493,NA,NA,NA,NA,NA,NA,11
150,3,1.98943678864869,20.813071,17.166362,6,21.659814,21.214357,20.577868,19.971349,20.985353,21.82006,NA,NA,NA,NA,NA,17.746941,18.223368,17.922661,16.621475,16.08277,16.520051,NA,NA,NA,NA,NA,11
151,3,1.98943678864869,18.888513,12.256534,6,19.736272,19.201045,18.852806,18.130506,19.506523,19.753049,NA,NA,NA,NA,NA,13.332275,13.599193,13.612242,12.047251,11.759679,12.665103,NA,NA,NA,NA,NA,11
152,3,1.98943678864869,23.946133,11.113626,6,24.888186,24.32174,23.821641,23.231065,23.487967,23.823941,NA,NA,NA,NA,NA,11.149557,12.14907,12.093049,11.26686,10.028664,9.871565,NA,NA,NA,NA,NA,11
153,3,1.98943678864869,18.605396,6.58693,6,18.707556,17.766386,17.666259,18.105936,19.718783,19.836611,NA,NA,NA,NA,NA,7.568712,7.100737,6.650196,5.915009,6.204038,6.433446,NA,NA,NA,NA,NA,11
154,3,1.98943678864869,14.960671,8.935061,5,15.56868,14.003619,13.595678,14.017085,15.58446,NA,NA,NA,NA,NA,NA,9.324278,9.469191,8.701637,7.970411,8.795361,NA,NA,NA,NA,NA,NA,11
155,3,1.98943678864869,13.025452,9.963593,5,14.028812,12.978167,12.172323,13.595678,14.003619,NA,NA,NA,NA,NA,NA,9.819453,10.49449,8.89507,8.701637,9.469191,NA,NA,NA,NA,NA,NA,11
156,3,1.98943678864869,13.911615,3.693592,6,14.209724,13.707028,12.950117,12.937798,13.614123,14.399237,NA,NA,NA,NA,NA,5.939724,5.786487,4.883744,4.831224,2.813847,3.584876,NA,NA,NA,NA,NA,11
157,3,1.98943678864869,17.07946,10.718543,6,17.943907,17.821243,16.044331,15.959564,17.164136,17.248097,NA,NA,NA,NA,NA,11.068328,11.31293,11.576835,11.486902,9.883756,9.912355,NA,NA,NA,NA,NA,11
158,3,1.98943678864869,19.279688,1.415318,5,19.70124,18.82392,18.916836,19.028779,19.845799,NA,NA,NA,NA,NA,NA,2.494773,1.755546,0.890668,0.780565,0.99009,NA,NA,NA,NA,NA,NA,11
159,3,1.98943678864869,20.678578,5.522105,8,21.199733,20.228369,19.836611,19.718783,19.728057,20.642062,21.064195,21.741579,NA,NA,NA,6.340174,6.614155,6.433446,6.204038,5.931927,4.617231,4.664038,5.798993,NA,NA,NA,11
160,3,1.98943678864869,17.487498,4.034942,5,18.733392,17.900555,17.248364,16.914272,18.924694,NA,NA,NA,NA,NA,NA,4.203316,4.975739,4.897894,2.471856,3.695026,NA,NA,NA,NA,NA,NA,11
161,3,1.98943678864869,24.110526,5.622959,7,26.207028,26.2004,24.018618,23.615947,23.608965,23.827865,25.450117,NA,NA,NA,NA,5.786487,5.790102,6.180738,5.902269,5.136361,4.943583,4.883744,NA,NA,NA,NA,11
162,3,1.98943678864869,15.338393,18.081074,6,16.30094,15.123629,13.563827,13.673659,14.789469,15.052285,NA,NA,NA,NA,NA,18.164704,18.769261,17.925197,16.691379,16.483393,16.539663,NA,NA,NA,NA,NA,11
163,3,1.98943678864869,18.4426,8.937569,5,19.642619,18.151582,17.916874,18.818716,19.812104,NA,NA,NA,NA,NA,NA,10.008789,9.509165,8.668113,8.058827,9.032848,NA,NA,NA,NA,NA,NA,11
164,3,1.98943678864869,17.440334,15.741413,5,18.461509,17.276835,16.474381,16.697678,17.917728,NA,NA,NA,NA,NA,NA,15.840989,16.690425,16.160256,15.479804,14.76063,NA,NA,NA,NA,NA,NA,11
165,3,1.98943678864869,19.847415,17.616481,5,20.577868,18.632129,18.590193,19.350119,19.971349,NA,NA,NA,NA,NA,NA,17.922661,18.516736,18.161816,16.576821,16.621475,NA,NA,NA,NA,NA,NA,11
166,3,1.98943678864869,15.346459,8.202077,5,16.089984,15.58446,14.017085,14.425962,14.711587,NA,NA,NA,NA,NA,NA,8.235716,8.795361,7.970411,6.06015,6.029005,NA,NA,NA,NA,NA,NA,11
167,3,1.98943678864869,18.450821,1.326271,5,18.82392,16.466671,16.377088,15.969863,18.916836,NA,NA,NA,NA,NA,NA,1.755546,2.045384,1.992187,1.082549,0.890668,NA,NA,NA,NA,NA,NA,11
168,3,1.98943678864869,22.017164,6.862332,6,23.040514,22.131436,21.199733,21.741579,22.062638,22.693347,NA,NA,NA,NA,NA,7.67675,8.076559,6.340174,5.798993,5.796779,6.360273,NA,NA,NA,NA,NA,11
169,3,1.98943678864869,13.83659,14.368207,7,12.193088,12.025954,12.183382,12.681905,13.140733,14.428763,14.450193,NA,NA,NA,NA,15.305202,15.118161,14.424956,13.418145,13.241796,13.664126,14.146509,NA,NA,NA,NA,11
170,3,1.98943678864869,24.298346,6.671977,4,23.881829,23.579681,24.018618,26.2004,NA,NA,NA,NA,NA,NA,NA,7.977481,7.800961,6.180738,5.790102,NA,NA,NA,NA,NA,NA,NA,11
171,3,1.98943678864869,17.797982,12.759854,6,18.852806,17.999717,17.288838,17.095378,18.081863,18.130506,NA,NA,NA,NA,NA,13.612242,14.07408,13.719445,12.774143,12.009267,12.047251,NA,NA,NA,NA,NA,11
172,3,1.98943678864869,23.577828,16.833356,8,25.404706,23.918052,23.30144,22.562093,22.923614,24.024641,24.525954,24.693088,NA,NA,NA,16.175604,17.31124,17.45004,16.216984,15.785852,15.175181,15.118161,15.305202,NA,NA,NA,11
173,3,1.98943678864869,16.468021,17.213087,6,16.304306,16.30094,15.052285,16.474381,17.276835,17.349105,NA,NA,NA,NA,NA,18.165951,18.164704,16.539663,16.160256,16.690425,17.031475,NA,NA,NA,NA,NA,11
